brand,product,product_type,ingredient,p_id,i_id,n_ingre,n_product,mp_count,mp_percent,mp_present
ZAO Make-up - essence of nature,Fond de teint stick 778 Hal<U+00A8><U+00A6> Cappuccino ***,Face Makeup,none,198,36,0,72,72,1,N
ZAO Make-up - essence of nature,Fond de teint stick 779 Hal<U+00A8><U+00A6> camel ***,Face Makeup,none,199,36,0,72,72,1,N
ZAO Make-up - essence of nature,Fond de teint stick 780 Hal<U+00A8><U+00A6> tiramisu ***,Face Makeup,none,200,36,0,72,72,1,N
ZAO Make-up - essence of nature,Fond de teint stick 781 Hal<U+00A8><U+00A6> muscade ***,Face Makeup,none,201,36,0,72,72,1,N
ZAO Make-up - essence of nature,Fond de teint stick 782 Brun Chocolat ***,Face Makeup,none,202,36,0,72,72,1,N
ZAO Make-up - essence of nature,Fond de teint stick 783 Brun Caf<U+00A8><U+00A6> ***,Face Makeup,none,203,36,0,72,72,1,N
ZAO Make-up - essence of nature,Fond de teint stick 784 Brun <U+00A8><U+00A6>b<U+00A8><U+00A8>ne ***,Face Makeup,none,204,36,0,72,72,1,N
ZAO Make-up - essence of nature,Anticerne fluide 791 Beige porcelaine ***,Face Makeup,none,28,36,0,72,72,1,N
ZAO Make-up - essence of nature,Anticerne fluide 792 Beige Sable ***,Face Makeup,none,29,36,0,72,72,1,N
ZAO Make-up - essence of nature,Anticerne fluide 793 Medium abricot ***,Face Makeup,none,30,36,0,72,72,1,N
ZAO Make-up - essence of nature,Anticerne fluide 794 Medium cappuccino ***,Face Makeup,none,31,36,0,72,72,1,N
ZAO Make-up - essence of nature,Anticerne fluide 795 Hal<U+00A8><U+00A6> noisette ***,Face Makeup,none,32,36,0,72,72,1,N
ZAO Make-up - essence of nature,Anticerne fluide 796 Hal<U+00A8><U+00A6> tiramisu ***,Face Makeup,none,33,36,0,72,72,1,N
ZAO Make-up - essence of nature,Anticerne fluide 796 Hal<U+00A8><U+00A6> tiramisu ***,Face Makeup,none,33,36,0,72,72,1,N
